POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,CLAVE DE SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS
POS2939,VS9-ABS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-02-16,JS011500,2023-01-26,0,0.7000000000000001,21,Femenino,CHIHUAHUA,Mexican,19,,Solter,1,13.59346846802786,Menos de 1 Año,Sí
POS2939,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-02-16,JS011500,2023-01-26,0,0.7000000000000001,21,Femenino,DURANGO,Mexican,24,,U-Libr,0,6.025403146377438,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-02-17,JF010600,2019-10-17,4,40.63333333333333,1219,Femenino,TABASCO,Mexican,32,,U-Libr,2,6.025403146377438,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32424,Imp.Tra Jubilación,DO,2023-02-17,JF010600,2006-01-16,17,208.03333333333336,6241,Femenino,CHIHUAHUA,Mexican,60,,Solter,3,9.465687849347075,Menos de 1 Año,Sí
POS1376,VS7,S5,Direct,32696,Imp.Tra Jubilación,DNO,2023-02-17,JF010600,1995-09-29,28,333.43333333333334,10003,Masculino,,Mexican,57,,Casad,2,13.940636066402496,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32575,Vol Insatisfacción personal,DNO,2023-02-21,JS011500,2021-03-25,2,23.266666666666666,698,Masculino,CHIHUAHUA,Mexican,50,10+ Years,Casad,3,6.025403146377438,10+ Años,Sí
POS2939,VS5,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-02-21,JF010600,2023-01-26,0,0.8666666666666667,26,Femenino,CHIHUAHUA,Mexican,24,3-4 Years,Solter,0,6.025403146377438,4-6 Años,No
POS1323,VS1-HOUS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2023-02-21,JF010600,2019-01-24,4,49.63333333333333,1489,Femenino,CHIHUAHUA,Mexican,25,,Solter,2,6.025403146377438,Menos de 1 Año,Sí
POS538,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-02-21,JT031800,2022-08-11,1,6.466666666666668,194,Femenino,OAXACA,Mexican,26,5-6 Years,U-Libr,1,6.025403146377438,4-6 Años,Sí
POS538,VS5,S5,Direct,32575,Vol Estudios,DO,2023-02-21,JT031800,2022-08-25,1,6.0,180,Masculino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS538,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-02-21,JF060600,2022-11-03,1,3.6666666666666665,110,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS2939,VS9-ABS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-02-21,JS011500,2023-01-26,0,0.8666666666666667,26,Masculino,CHIHUAHUA,Mexican,20,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS2939,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-02-21,JS011500,2023-02-02,0,0.6333333333333334,19,Femenino,OAXACA,Mexican,38,2-3 Years,U-Libr,3,6.025403146377438,1-3 Años,Sí
POS2939,VS5,S5,Direct,32675,Vol No regreso   no dio razón,DO,2023-02-22,JF010600,2023-01-12,0,1.3666666666666667,41,Masculino,CHIHUAHUA,Mexican,20,3-4 Years,U-Libr,1,17.022359158622354,4-6 Años,Sí
POS1230,TEF,S5,Indirect,32380,Vol Transferencia entre planta,DNO,2023-02-24,ADMINIST,2021-02-25,2,24.3,729,Femenino,CHIHUAHUA,Mexican,25,10+ Years,Solter,0,13.763945044922123,10+ Años,No
POS1559,MFS,S5,Direct,32575,Vol Transferencia entre planta,DNO,2023-02-24,JF010600,2021-10-14,2,16.6,498,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS538,VS1,S5,Direct,32590,Vol No regreso   no dio razón,DO,2023-02-27,JT031800,2023-01-26,0,1.0666666666666667,32,Femenino,OAXACA,Mexican,27,,U-Libr,2,7.6167347145514395,Menos de 1 Año,Sí
POS2939,VS5,S5,Direct,32600,Vol No regreso   no dio razón,DO,2023-02-27,JS011500,2023-02-09,0,0.6000000000000001,18,Masculino,CHIHUAHUA,Mexican,30,,Casad,2,18.460211302745325,Menos de 1 Año,Sí
POS538,VS1,S5,Direct,32575,Vol Insatisfacción personal,DO,2023-02-28,JF060600,2018-08-30,5,54.76666666666665,1643,Femenino,CHIHUAHUA,Mexican,24,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32695,Vol Otro empleo,DO,2023-02-28,JF010600,2019-10-24,4,40.76666666666665,1223,Masculino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,14.766084763351962,10+ Años,No
POS1323,VS4,S5,Direct,32575,Vol Otro empleo,DO,2023-02-28,JF010600,2020-11-19,3,27.7,831,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS538,VS9-ABS,S5,Direct,32575,Vol Razones médicas,DO,2023-02-28,JF060600,2022-12-01,1,2.966666666666667,89,Masculino,CHIHUAHUA,Mexican,32,10+ Years,Casad,0,6.025403146377438,10+ Años,No
POS907,VS4,S6,Exempt,32350,Vol Transferencia entre planta,E3,2023-02-28,ADMINIST,2014-12-01,9,100.36666666666666,3011,Masculino,CHIHUAHUA,Mexican,30,,Casad,0,21.36717004776061,Menos de 1 Año,No
POS2939,VS5,S5,Direct,32599,Vol Prob personales y fam.,DO,2023-02-28,JS011500,2023-01-26,0,1.1,33,Femenino,CHIHUAHUA,Mexican,19,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32599,Vol Insatisfacción personal,DO,2023-02-28,JT012324,2018-01-04,5,62.7,1881,Masculino,CHIHUAHUA,Mexican,25,9-10 Years,Solter,0,13.59346846802786,10+ Años,No
POS1921,MFS,S5,Direct,32590,Vol Otro empleo,DO,2023-02-28,JF010600,2017-03-02,6,72.96666666666668,2189,Masculino,PUEBLA,Mexican,24,10+ Years,Solter,0,7.6167347145514395,10+ Años,No
POS1230,VS7,S5,Direct,32600,Vol Otro empleo,DNO,2023-02-28,JS011500,2017-07-20,6,68.3,2049,Masculino,NUEVO LEON,Mexican,24,,Solter,0,18.460211302745325,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32696,Vol Cambio de domicilio,DO,2023-02-28,JT012324,2017-08-31,6,66.9,2007,Femenino,VERACRUZ,Mexican,42,10+ Years,Casad,3,13.940636066402496,10+ Años,Sí
POS1323,VS1,S5,Direct,32598,Vol Prob personales y fam.,DO,2023-02-28,JS011500,2022-10-06,1,4.833333333333334,145,Masculino,CHIHUAHUA,Mexican,33,10+ Years,Solter,1,14.816703036317268,10+ Años,Sí
POS1921,MFS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-03-03,JS011500,2022-07-21,1,7.5,225,Masculino,DURANGO,Mexican,29,,U-Libr,3,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS9-ABS,S5,Direct,32590,Vol Transferencia entre planta,DO,2023-03-03,JF010600,2022-12-29,1,2.1333333333333337,64,Femenino,CHIHUAHUA,Mexican,18,,Solter,0,7.6167347145514395,Menos de 1 Año,No
POS1230,VS7,S5,Direct,32573,Vol Transferencia entre planta,DNO,2023-03-03,JF050600,2017-10-05,6,65.83333333333331,1975,Masculino,CHIHUAHUA,Mexican,27,,Solter,0,3.2680676311965646,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-03-06,JT031800,2022-09-08,1,5.966666666666668,179,Femenino,CHIHUAHUA,Mexican,30,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS538,VS1,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-03-06,JT031800,2023-01-26,0,1.3,39,Femenino,OAXACA,Mexican,31,,U-Libr,2,13.59346846802786,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32160,Vol Prob personales y fam.,DNO,2023-03-07,JS011500,2022-12-01,1,3.2,96,Masculino,DURANGO,Mexican,31,5-6 Years,Casad,4,16.782938724016287,4-6 Años,Sí
POS2939,VS7,S5,Direct,32599,Vol Prob personales y fam.,DO,2023-03-07,JF010600,2023-02-16,0,0.6333333333333334,19,Masculino,COAHUILA,Mexican,19,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS2939,VS7,S5,Direct,32599,Vol Cambio de domicilio,DO,2023-03-07,JF010600,2023-02-16,0,0.6333333333333334,19,Masculino,CHIAPAS,Mexican,21,6-7 Years,Solter,0,13.59346846802786,7-9 Años,No
POS347,LOG,S5,Direct,32600,Vol Prob personales y fam.,DNO,2023-03-07,JT012324,2021-04-15,2,23.033333333333324,691,Masculino,DURANGO,Mexican,31,9-10 Years,U-Libr,2,18.460211302745325,10+ Años,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol Insatisfacción personal,DO,2023-03-07,JT031800,2022-09-08,1,6.0,180,Masculino,DURANGO,Mexican,26,10+ Years,U-Libr,1,6.025403146377438,10+ Años,Sí
POS1921,MFS,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-03-07,JS011500,2022-10-03,1,5.166666666666667,155,Masculino,CHIHUAHUA,Mexican,28,,U-Libr,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-03-07,JF010600,2022-11-10,1,3.9,117,Masculino,CHIHUAHUA,Mexican,27,10+ Years,Solter,1,6.025403146377438,10+ Años,Sí
POS347,LOG,S5,Direct,32575,Vol No regreso   no dio razón,DNO,2023-03-09,JT012324,2022-12-15,1,2.8,84,Masculino,OAXACA,Mexican,24,5-6 Years,Solter,0,6.025403146377438,4-6 Años,No
POS2076,HRL,S6,Exempt,32540,Vol Otro empleo,E3,2023-03-10,ADMINIST,2018-10-18,5,53.466666666666654,1604,Femenino,CHIHUAHUA,Mexican,48,,Casad,2,2.6942229076486908,Menos de 1 Año,Sí
POS2803,VS1,S5,Direct,32696,Imp.Tra LFT y Reglamento int,DNO,2023-03-10,JS011500,2018-09-13,5,54.63333333333333,1639,Masculino,CHIHUAHUA,Mexican,28,,Solter,0,13.940636066402496,Menos de 1 Año,No
POS347,LOG,S5,Direct,32575,Vol No regreso   no dio razón,DNO,2023-03-13,JF010600,2022-12-08,1,3.1666666666666665,95,Masculino,CHIHUAHUA,Mexican,37,10+ Years,U-Libr,5,6.025403146377438,10+ Años,Sí
POS538,VS1,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-03-13,JT031800,2023-02-16,0,0.8333333333333335,25,Femenino,VERACRUZ,Mexican,41,,Casad,3,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32599,Vol Ambiente de trabajo,DO,2023-03-14,JF010600,2022-11-24,1,3.6666666666666665,110,Masculino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS2939,VS5,S5,Direct,32599,Vol Insatisfacción personal,DO,2023-03-14,JT012324,2023-01-17,0,1.8666666666666667,56,Femenino,GUANAJUATO,Mexican,39,9-10 Years,Casad,4,13.59346846802786,10+ Años,Sí
POS2939,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-03-14,JF010600,2023-02-09,0,1.1,33,Femenino,DURANGO,Mexican,19,5-6 Years,Solter,0,6.025403146377438,4-6 Años,No
POS1376,MFS,S5,Direct,32575,Vol Otro empleo,DNO,2023-03-14,JS011500,2015-03-04,8,97.73333333333332,2932,Masculino,VERACRUZ,Mexican,31,,U-Libr,2,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS1-HOUS,S5,Direct,32575,Vol Otro empleo,DO,2023-03-14,JS011500,2022-10-06,1,5.3,159,Masculino,CHIHUAHUA,Mexican,28,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32695,Vol Prob personales y fam.,DO,2023-03-14,JS011500,2022-12-01,1,3.433333333333333,103,Masculino,DURANGO,Mexican,46,10+ Years,Solter,0,14.766084763351962,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32590,Vol No regreso   no dio razón,DO,2023-03-15,JF010600,2022-12-08,1,3.233333333333334,97,Masculino,CHIHUAHUA,Mexican,35,10+ Years,Solter,0,7.6167347145514395,10+ Años,No
POS2939,VS4,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-03-15,JT012324,2023-02-09,0,1.1333333333333333,34,Masculino,CHIHUAHUA,Mexican,26,9-10 Years,U-Libr,0,6.025403146377438,10+ Años,No
POS907,VS9-ABS,S6,Exempt,32546,Vol Otro empleo,E4,2023-03-17,ADMINIST,2013-03-18,10,121.7,3651,Masculino,COAHUILA,Mexican,51,,Casad,3,4.239045606125979,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32599,Vol Transferencia entre planta,DO,2023-03-17,JS011500,2021-01-07,2,26.633333333333326,799,Femenino,CHIHUAHUA,Mexican,26,,Solter,1,13.59346846802786,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32594,Vol Otro empleo,DNO,2023-03-21,JS011500,2022-12-01,1,3.6666666666666665,110,Masculino,VERACRUZ,Mexican,27,7-8 Years,U-Libr,1,4.4579873551447315,7-9 Años,Sí
POS1323,VS9-ABS,S5,Direct,32599,Vol Insatisfacción personal,DO,2023-03-21,JF010600,2022-09-29,1,5.7666666666666675,173,Masculino,CHIHUAHUA,Mexican,19,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS2939,VS9-ABS,S5,Direct,32599,Vol Cambio de domicilio,DO,2023-03-21,JF010600,2023-01-05,0,2.5,75,Femenino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS538,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-03-21,JT031800,2023-01-10,0,2.3333333333333335,70,Masculino,CHIHUAHUA,Mexican,25,25,Casad,2,6.025403146377438,10+ Años,Sí
POS2939,VS5,S5,Direct,32590,Vol No regreso   no dio razón,DO,2023-03-21,JS011500,2023-01-10,0,2.3333333333333335,70,Femenino,DURANGO,Mexican,33,,Solter,1,7.6167347145514395,Menos de 1 Año,Sí
POS538,VS1,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-03-21,JT031800,2023-02-09,0,1.3333333333333333,40,Femenino,CHIHUAHUA,Mexican,23,,Solter,1,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS1-HOUS,S5,Direct,32695,Vol Transferencia entre planta,DO,2023-03-21,JF010600,2023-03-09,0,0.4,12,Masculino,CHIHUAHUA,Mexican,19,,Solter,0,14.766084763351962,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32576,Vol Insatisfacción personal,DO,2023-03-21,JF060600,2017-01-18,6,75.1,2253,Masculino,CHIHUAHUA,Mexican,25,25,Solter,0,6.376805488828198,10+ Años,No
POS347,LOG,S5,Direct,32500,Vol Prob personales y fam.,DNO,2023-03-21,JT012324,2017-08-03,6,68.53333333333332,2056,Masculino,OAXACA,Mexican,25,9-10 Years,Solter,0,11.616135671000698,10+ Años,No
POS1230,VS7,S5,Direct,32200,Vol Otro empleo,DNO,2023-03-21,JS011500,2013-02-06,10,123.16666666666667,3695,Masculino,VERACRUZ,Mexican,41,,Casad,2,16.944722917499377,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-03-21,JF010600,2016-09-21,7,79.06666666666666,2372,Femenino,OAXACA,Mexican,35,7-8 Years,Solter,0,6.025403146377438,7-9 Años,No
POS2939,VS9-ABS,S5,Direct,32570,Vol Estudios,DO,2023-03-21,JS011500,2022-12-29,1,2.733333333333334,82,Masculino,CHIHUAHUA,Mexican,19,3-4 Years,Solter,0,,4-6 Años,No
POS841,HRL,S6,Managers,32472,Vol Transferencia entre planta,SL1,2023-03-24,ADMINIST,2012-01-09,11,136.4,4092,Masculino,CHIHUAHUA,Mexican,33,,Solter,0,5.701427952235059,Menos de 1 Año,No
POS1230,VS5,S5,Direct,32573,Vol Transferencia entre planta,DNO,2023-03-24,ADMINIST,2014-10-22,9,102.5,3075,Masculino,CHIHUAHUA,Mexican,34,,Solter,0,3.2680676311965646,Menos de 1 Año,No
POS907,VS9-ABS,S6,Exempt,32668,Vol Transferencia entre planta,E3,2023-03-25,ADMINIST,2016-05-18,7,83.4,2502,Femenino,CHIHUAHUA,Mexican,42,,Solter,0,4.542514330484239,Menos de 1 Año,No
POS2167,TEF,S5,Direct,32594,Vol Prob personales y fam.,DNO,2023-03-28,JS011500,2016-08-31,7,80.0,2400,Masculino,CHIHUAHUA,Mexican,27,10+ Years,Solter,1,4.4579873551447315,10+ Años,Sí
POS1323,VS9-ABS,S5,Direct,32584,Vol Insatisfacción personal,DO,2023-03-28,JT012324,2018-12-13,5,52.2,1566,Femenino,CHIHUAHUA,Mexican,32,9-10 Years,U-Libr,2,4.874712011839221,10+ Años,Sí
POS1230,VS1,S5,Direct,32575,Vol Otro empleo,DNO,2023-03-28,JF010600,2022-12-22,1,3.2,96,Masculino,DURANGO,Mexican,24,,Casad,2,6.025403146377438,Menos de 1 Año,Sí
POS538,VS5,S5,Direct,32575,Vol Prob personales y fam.,DO,2023-03-28,JT031800,2023-01-10,0,2.566666666666667,77,Femenino,CHIHUAHUA,Mexican,19,19,Solter,0,6.025403146377438,10+ Años,No
POS2939,VS1-HOUS,S5,Direct,32575,Vol Insatisfacción personal,DO,2023-03-28,JT012324,2023-01-17,0,2.3333333333333335,70,Femenino,CHIHUAHUA,Mexican,26,10+ Years,Solter,3,6.025403146377438,10+ Años,Sí
POS2939,VS5,S5,Direct,32660,Vol Otro empleo,DO,2023-03-28,JF010600,2023-01-26,0,2.033333333333333,61,Femenino,CHIHUAHUA,Mexican,31,10,U-Libr,3,5.450623970974352,10+ Años,Sí
POS1376,VS5,S5,Direct,32585,Vol Prob personales y fam.,DNO,2023-03-28,JF010600,2015-02-25,8,98.43333333333334,2953,Masculino,VERACRUZ,Mexican,31,10,U-Libr,2,5.66534680905694,10+ Años,Sí
POS907,VS4,S6,Exempt,32540,Vol Otro empleo,E4,2023-03-31,ADMINIST,2006-03-13,17,207.56666666666663,6227,Masculino,CHIHUAHUA,Mexican,48,,Casad,2,2.6942229076486908,Menos de 1 Año,Sí
POS538,VS1-HOUS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-04-03,JT031800,2022-11-24,1,4.333333333333334,130,Femenino,CHIHUAHUA,Mexican,18,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS538,VS5,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-04-03,JF060600,2022-12-15,1,3.6333333333333337,109,Femenino,CHIHUAHUA,Mexican,20,,U-Libr,0,6.025403146377438,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-04-03,JT031800,2022-12-22,1,3.4,102,Femenino,OAXACA,Mexican,51,,U-Libr,4,6.025403146377438,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32600,Vol No regreso   no dio razón,DO,2023-04-03,JT031800,2023-01-05,0,2.933333333333333,88,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,18.460211302745325,Menos de 1 Año,No
POS347,LOG,S5,Direct,32580,Vol Prob personales y fam.,DNO,2023-04-04,JS011500,2023-02-23,0,1.3333333333333333,40,Masculino,DURANGO,Mexican,42,10+ Years,Casad,4,7.706894327778476,10+ Años,Sí
POS1380,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-04-04,JF060600,2022-09-01,1,7.166666666666667,215,Masculino,VERACRUZ,Mexican,40,25,Casad,3,6.025403146377438,10+ Años,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol Estudios,DO,2023-04-04,JT031800,2022-12-29,1,3.2,96,Masculino,CHIHUAHUA,Mexican,21,21,Solter,0,6.025403146377438,10+ Años,No
POS2939,VS5,S5,Direct,32695,Vol Prob personales y fam.,DO,2023-04-04,JF010600,2023-01-19,0,2.5,75,Femenino,CHIHUAHUA,Mexican,18,10+ Years,Solter,0,14.766084763351962,10+ Años,No
POS1661,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-04-04,JS011500,2023-03-02,0,1.1,33,Femenino,VERACRUZ,Mexican,26,1-2 Years ,Solter,2,6.025403146377438,1-3 Años,Sí
POS1323,VS4,S5,Direct,32696,Vol Estudios,DO,2023-04-04,JS011500,2021-01-14,2,27.0,810,Masculino,CHIHUAHUA,Mexican,20,,Solter,0,13.940636066402496,Menos de 1 Año,No
POS2817,LOG,S6,Exempt,32553,Vol Otro empleo,E4,2023-04-06,ADMINIST,2010-08-23,13,153.63333333333335,4609,Masculino,SINALOA,Mexican,44,,Casad,1,6.2435744940117885,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol Estudios,DO,2023-04-11,JT031800,2022-11-03,1,5.3,159,Femenino,CHIHUAHUA,Mexican,39,10+ Years,Casad,2,6.025403146377438,10+ Años,Sí
POS2939,VS5,S5,Direct,32590,Vol Estudios,DO,2023-04-11,JS011500,2023-01-12,0,2.966666666666667,89,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,7.6167347145514395,10+ Años,No
POS2939,VS9-ABS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-04-11,JF010600,2023-01-19,0,2.733333333333334,82,Femenino,CHIHUAHUA,Mexican,44,,Casad,1,13.59346846802786,Menos de 1 Año,Sí
POS2939,VS7,S5,Direct,32599,Vol Cambio de domicilio,DO,2023-04-11,JF010600,2023-02-23,0,1.5666666666666667,47,Femenino,VERACRUZ,Mexican,18,1-2 Years ,U-Libr,1,13.59346846802786,1-3 Años,Sí
POS2939,VS4,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-04-11,JF010600,2023-03-09,0,1.1,33,Masculino,CHIHUAHUA,Mexican,19,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS1373,QMM,S5,Direct,32573,Vol Cambio de domicilio,DNO,2023-04-11,JF010600,2017-06-01,6,71.33333333333331,2140,Masculino,DURANGO,Mexican,45,10+ Years,Casad,3,3.2680676311965646,10+ Años,No
POS1230,VS7,S5,Direct,32664,Vol Transferencia entre planta,DNO,2023-04-14,JF010600,2021-10-14,2,18.233333333333324,547,Masculino,CHIHUAHUA,Mexican,28,3-4 Years,Solter,0,13.37776764682687,4-6 Años,Sí
POS1323,VS9-ABS,S5,Direct,32107,Imp.Tra Jubilación,DO,2023-04-14,JF010600,2006-04-03,17,207.33333333333337,6220,Femenino,COAHUILA,Mexican,56,,Casad,2,20.687631247527385,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32576,Vol Prob personales y fam.,DO,2023-04-18,JF010600,2019-01-10,4,51.966666666666654,1559,Femenino,CHIHUAHUA,Mexican,27,10+ Years,Solter,0,6.376805488828198,10+ Años,Sí
POS1323,VS1,S5,Direct,32590,Vol No regreso   no dio razón,DO,2023-04-18,JS011500,2019-01-24,4,51.5,1545,Femenino,CHIHUAHUA,Mexican,43,,Casad,3,7.6167347145514395,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Maternidad,DO,2023-04-18,JF010600,2020-10-29,3,30.033333333333324,901,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS538,VS7,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-04-18,JT031800,2022-08-18,1,8.1,243,Femenino,VERACRUZ,Mexican,30,16,U-Libr,4,6.025403146377438,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2023-04-18,JF010600,2022-12-01,1,4.6,138,Femenino,CHIHUAHUA,Mexican,33,,U-Libr,3,13.59346846802786,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32574,Vol Prob personales y fam.,DO,2023-04-18,JF010600,2022-12-08,1,4.366666666666666,131,Masculino,CHIHUAHUA,Mexican,34,10+ Years,U-Libr,2,4.268086649052308,10+ Años,Sí
POS538,VS9-ABS,S5,Direct,32599,Vol Estudios,DO,2023-04-18,JT031800,2022-12-15,1,4.1333333333333355,124,Femenino,CHIHUAHUA,Mexican,21,21,Solter,0,13.59346846802786,10+ Años,Sí
POS2939,VS9-ABS,S5,Direct,32654,Vol No regreso   no dio razón,DO,2023-04-18,JF010600,2023-03-02,0,1.5666666666666667,47,Femenino,CHIHUAHUA,Mexican,18,,Solter,0,29.76262433945618,Menos de 1 Año,No
POS1661,MFS,S5,Direct,32599,Vol Insatisfacción personal,DO,2023-04-18,JS011500,2023-03-23,0,0.8666666666666667,26,Femenino,VERACRUZ,Mexican,36,61-90 Days,Solter,0,13.59346846802786,Menos de 1 Año,No
POS2939,VS7,S5,Direct,32590,Vol No regreso   no dio razón,DO,2023-04-18,JS011500,2023-03-30,0,0.6333333333333334,19,Femenino,TABASCO,Mexican,43,,U-Libr,2,7.6167347145514395,Menos de 1 Año,No
POS2003,TEF,S5,Direct,32600,Vol Cambio de domicilio,DNO,2023-04-18,ADMINIST,2017-01-18,6,76.03333333333332,2281,Femenino,VERACRUZ,Mexican,35,7-8 Years,Solter,1,18.460211302745325,7-9 Años,Sí
POS2003,VS5,S5,Direct,32575,Vol Otro empleo,DO,2023-04-18,JF010600,2017-03-16,6,74.13333333333333,2224,Masculino,VERACRUZ,Mexican,34,10+ Years,U-Libr,0,6.025403146377438,10+ Años,Sí
POS538,VS7,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-04-24,JT031800,2022-10-03,1,6.7666666666666675,203,Masculino,VERACRUZ,Mexican,27,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2023-04-24,JT031800,2022-12-08,1,4.566666666666666,137,Masculino,GUERRERO,Mexican,18,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32540,Vol No regreso   no dio razón,DO,2023-04-24,JF010600,2022-12-15,1,4.333333333333334,130,Femenino,CHIHUAHUA,Mexican,21,,Solter,0,2.6942229076486908,Menos de 1 Año,No
POS1323,VS5,S5,Direct,32590,Vol Estudios,DO,2023-04-25,JT012324,2021-03-11,2,25.833333333333325,775,Femenino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,7.6167347145514395,10+ Años,No
POS1323,VS5,S5,Direct,32575,Vol Cambio de domicilio,DO,2023-04-25,JS011500,2022-08-25,1,8.1,243,Femenino,ZACATECAS,Mexican,36,,U-Libr,3,6.025403146377438,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32696,Vol Prob personales y fam.,DO,2023-04-25,JF060600,2022-11-03,1,5.7666666666666675,173,Femenino,CHIHUAHUA,Mexican,22,10+ Years,Solter,2,13.940636066402496,10+ Años,Sí
POS1323,VS9-ABS,S5,Direct,32695,Vol Transferencia entre planta,DO,2023-04-25,JS011500,2022-11-03,1,5.7666666666666675,173,Femenino,TAMAULIPAS,Mexican,30,,U-Libr,1,14.766084763351962,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32575,Vol Transferencia entre planta,DO,2023-04-25,JS011500,2022-11-24,1,5.066666666666666,152,Femenino,CHIHUAHUA,Mexican,53,,U-Libr,6,6.025403146377438,Menos de 1 Año,Sí
